Instance;Quality;Number_Of_Cycles;Max_Number_Of_Cycles;Total_number_of_nd_points;Total_number_of_nd_points_found_by_GM;Time;Nb_of_feasible_points_found;Nb_of_maxTime_reached;Nb_of_maxTrials_reached
biosppnw01.txt;49.10323419139209;0;0;421;4;496.694513042;2;0;3
biosppnw03.txt;72.11248277888323;0;0;47;3;450.507916211;4;0;4
biosppnw04.txt;0.0;0;0;26;1;771.017558926;1;1;7
biosppnw06.txt;93.61639719804053;0;0;20;5;21.295711518;3;0;1
biosppnw07.txt;83.44340352014167;0;0;20;4;11.544531683;2;0;5
biosppnw08.txt;94.31689899287737;0;0;20;6;0.145844461;1;0;0
biosppnw09.txt;82.98036813883498;0;0;22;4;5.952788955;1;0;4
biosppnw10.txt;95.88608561438338;0;0;13;5;0.286349046;4;0;0
biosppnw11.txt;94.67732085850702;0;0;28;5;7.164617207;4;0;0
biosppnw12.txt;61.49022303004493;0;0;43;6;0.332604437;4;0;2
biosppnw13.txt;38.8871534990129;0;0;125;3;41.044488597;1;0;6
biosppnw14.txt;68.56715487890969;0;0;103;7;960.193890597;7;2;0
biosppnw15.txt;100.0;0;0;2;3;0.423144894;7;0;1
biosppnw16.txt;1.1281603950428456;0;0;7;2;225.628144004;1;0;0
biosppnw17.txt;90.77883878195718;0;0;58;5;1049.611676192;1;2;0
biosppnw18.txt;99.33679418139356;0;0;23;7;26.153363498;1;0;1
biosppnw19.txt;89.01026220461007;0;0;20;6;7.106841303;4;0;1
biosppnw20.txt;92.19115686855085;0;0;9;4;1.66328353;1;0;3
biosppnw21.txt;97.11818652908333;0;0;10;7;0.781498681;1;0;0
biosppnw22.txt;70.97630693259853;0;0;19;3;1.409401726;3;0;2
biosppnw23.txt;91.43357601033692;0;0;6;2;0.978813307;5;0;3
biosppnw24.txt;95.19726846205386;0;0;21;4;2.172051951;3;0;2
biosppnw25.txt;81.64377213352192;0;0;17;4;2.409036588;1;0;4
biosppnw26.txt;18.63375702603624;0;0;19;2;1.537275246;2;0;5
biosppnw27.txt;91.34929402062743;0;0;12;4;1.679202375;3;0;1
biosppnw28.txt;75.86771847955004;0;0;6;2;2.182699429;4;0;3
biosppnw29.txt;57.9974472585815;0;0;12;4;6.559631168;4;0;1
biosppnw30.txt;93.4048581554521;0;0;8;3;3.454377833;3;0;1
biosppnw31.txt;72.15463895703141;0;0;16;5;8.705383344;2;0;3
biosppnw32.txt;96.99405934029014;0;0;8;3;0.390141591;3;0;2
biosppnw33.txt;77.24246698654134;0;0;10;3;10.749629494;0;0;6
biosppnw34.txt;80.93189120612061;0;0;14;5;2.142402865;3;0;3
biosppnw35.txt;92.80612164762472;0;0;14;5;2.716781112;2;0;2
biosppnw36.txt;86.13599217705293;0;0;10;2;4.46734831;4;0;5
biosppnw37.txt;79.48552581566017;0;0;10;4;1.402452959;4;0;1
biosppnw38.txt;0.02474856030247034;0;0;8;2;2.927723724;1;0;8
biosppnw39.txt;86.09759839338867;0;0;12;5;1.252327125;1;0;3
biosppnw40.txt;95.67915178238053;0;0;10;4;0.722753024;4;0;4
biosppnw41.txt;93.12927726145115;0;0;11;6;0.18126528;1;0;1
biosppnw42.txt;93.59595764090773;0;0;10;3;2.427755032;2;0;4
biosppnw43.txt;91.42000012537059;0;0;21;4;2.679972349;5;0;3
