Instance;Quality;Number_Of_Cycles;Max_Number_Of_Cycles;Total_number_of_nd_points;Total_number_of_nd_points_found_by_GM;Time;Nb_of_feasible_points_found;Nb_of_maxTime_reached;Nb_of_maxTrials_reached
biosppnw01.txt;24.409015314280484;0;0;421;3;609.666871578;1;0;3
biosppnw03.txt;47.823736356372095;0;0;47;4;676.840214687;1;0;4
biosppnw04.txt;0.0;0;0;26;0;1273.042476181;0;1;8
biosppnw06.txt;95.74072544401997;0;0;20;6;35.192395418;2;0;1
biosppnw07.txt;56.927181174050304;0;0;20;4;19.090615191;1;0;5
biosppnw08.txt;94.31689899287737;0;0;20;6;0.177836972;1;0;0
biosppnw09.txt;82.98036813883498;0;0;22;4;7.878325795;1;0;4
biosppnw10.txt;95.88608561438338;0;0;13;5;0.37660023;4;0;0
biosppnw11.txt;94.67732085850702;0;0;28;5;12.949899849;4;0;0
biosppnw12.txt;61.49022303004493;0;0;43;6;0.47052486;4;0;2
biosppnw13.txt;0.01182066629269102;0;0;125;2;82.409871475;0;0;7
biosppnw14.txt;69.07449380491357;0;0;103;7;1351.451280991;6;1;0
biosppnw15.txt;100.0;0;0;2;3;0.368339623;7;0;1
biosppnw16.txt;52.749004103080374;0;0;7;3;215.11609252;0;0;0
biosppnw17.txt;84.84879098855774;0;0;58;4;1080.681144294;1;1;0
biosppnw18.txt;99.33679418139356;0;0;23;7;23.650335749;1;0;1
biosppnw19.txt;87.45509881168387;0;0;20;5;9.189325622;2;0;3
biosppnw20.txt;99.00192439075529;0;0;9;5;1.550939891;1;0;2
biosppnw21.txt;97.11818652908333;0;0;10;7;0.98229342;1;0;0
biosppnw22.txt;71.90590910358381;0;0;19;4;1.233666486;3;0;1
biosppnw23.txt;91.43357601033692;0;0;6;2;0.912722351;4;0;4
biosppnw24.txt;95.19726846205386;0;0;21;4;2.532388587;2;0;3
biosppnw25.txt;81.64377213352192;0;0;17;4;2.391004539;1;0;4
biosppnw26.txt;18.634499354545362;0;0;19;3;1.013013402;1;0;5
biosppnw27.txt;91.34929402062743;0;0;12;4;1.732355697;3;0;1
biosppnw28.txt;75.86771847955004;0;0;6;2;2.422710672;2;0;5
biosppnw29.txt;88.55330315912802;0;0;12;5;4.575377812;3;0;1
biosppnw30.txt;95.92584095608561;0;0;8;4;2.82495781;3;0;1
biosppnw31.txt;72.01380598573728;0;0;16;4;8.109277792;1;0;4
biosppnw32.txt;96.99405934029014;0;0;8;3;0.339053968;3;0;1
biosppnw33.txt;89.22025012745183;0;0;10;5;10.009359021;1;0;4
biosppnw34.txt;81.65855480663132;0;0;14;5;2.004759303;3;0;2
biosppnw35.txt;93.39919181898479;0;0;14;6;2.460823678;2;0;2
biosppnw36.txt;86.13599217705293;0;0;10;2;6.559995024;3;0;5
biosppnw37.txt;88.1017287779965;0;0;10;5;1.596029957;2;0;1
biosppnw38.txt;0.02474856030247034;0;0;8;2;2.678051168;1;0;8
biosppnw39.txt;86.09759839338867;0;0;12;5;1.246915446;2;0;2
biosppnw40.txt;96.21722000421511;0;0;10;4;0.577811925;5;0;1
biosppnw41.txt;95.98150579068681;0;0;11;8;0.173053962;0;0;0
biosppnw42.txt;93.59595764090773;0;0;10;3;2.911064397;2;0;4
biosppnw43.txt;79.23410369203192;0;0;21;4;2.743536599;2;0;5
