Instance;Quality;Number_Of_Cycles;Max_Number_Of_Cycles;Total_number_of_nd_points;Total_number_of_nd_points_found_by_GM;Time;Nb_of_feasible_points_found;Nb_of_maxTime_reached;Nb_of_maxTrials_reached;Avg_Ratio_Non_Bin_Var;Supported_Sol
biosppnw01.txt;54.0982676133501;4;2;421;5;327.907858673;6;0;1;0.0013059163059163058;0.004750593824228029
biosppnw03.txt;83.5272866222855;19;5;47;6;191.721327056;9;0;0;0.0008365905506411574;0.02127659574468085
biosppnw04.txt;27.07008188174561;21;5;26;4;264.557007047;7;0;2;0.0002667215350967437;0.0
biosppnw06.txt;60.76175637939462;5;2;20;7;16.810414714;7;0;0;0.0035593609552865527;0.1
biosppnw07.txt;78.12297340865474;28;14;20;5;5.501719246;7;0;1;0.003093580819798917;0.15
biosppnw08.txt;81.76163434147009;0;0;20;4;0.129607787;3;0;0;0.019873271889400922;0.2
biosppnw09.txt;79.66047313346978;33;10;22;3;3.158155646;6;0;1;0.005550184409352956;0.09090909090909091
biosppnw10.txt;97.80435610727605;0;0;13;7;0.295780278;5;0;0;0.007502930832356388;0.46153846153846156
biosppnw11.txt;93.67927454167557;0;0;28;5;5.754587861;6;0;0;0.0017120181405895693;0.17857142857142858
biosppnw12.txt;82.449897625124;5;3;43;6;0.233700758;6;0;0;0.009384984025559104;0.09302325581395349
biosppnw13.txt;50.09411830435898;87;19;125;4;27.516167295;3;0;5;0.0014405729047628942;0.0
biosppnw14.txt;70.61469432499233;5;3;103;10;706.733823989;9;0;0;0.0002909026083997115;0.009708737864077669
biosppnw15.txt;100.0;0;0;2;3;0.298884885;8;0;0;0.017130620985010704;1.0
biosppnw16.txt;1.1281603950428456;0;0;7;2;153.736674226;2;0;0;8.970641333575542e-5;0.2857142857142857
biosppnw17.txt;65.44289279927014;9;3;58;5;560.909813161;6;2;0;0.00033256422002448803;0.017241379310344827
biosppnw18.txt;98.72576934313803;42;19;23;5;22.559209457;3;0;2;0.004852654085711631;0.21739130434782608
biosppnw19.txt;81.00788565360578;9;7;20;5;2.7617573;6;0;1;0.005094361468102351;0.15
biosppnw20.txt;49.68590743124695;9;4;9;4;0.76896032;7;0;0;0.024655312246553124;0.2222222222222222
biosppnw21.txt;96.14506586674928;0;0;10;4;0.335669947;6;0;0;0.021182360870402463;0.4
biosppnw22.txt;76.9638098205963;16;14;19;4;0.509539045;5;0;1;0.02059773828756058;0.21052631578947367
biosppnw23.txt;91.43357601033692;8;5;6;2;0.363757055;9;0;0;0.014205344585091423;0.3333333333333333
biosppnw24.txt;70.48456886485809;56;16;21;3;1.641046507;4;0;4;0.008459411094843014;0.09523809523809523
biosppnw25.txt;83.46466854236002;20;16;17;4;1.035330698;6;0;1;0.01068200493015612;0.17647058823529413
biosppnw26.txt;44.18182297571071;81;19;19;3;1.01626446;4;0;4;0.016140654272949993;0.05263157894736842
biosppnw27.txt;91.15524713920544;20;20;12;3;0.877664743;4;0;1;0.007872078720787207;0.25
biosppnw28.txt;99.80670717848912;22;10;6;4;0.840525962;7;0;1;0.006611570247933884;0.6666666666666666
biosppnw29.txt;29.096389739385604;26;16;12;4;2.295081322;5;0;1;0.006003937007874016;0.08333333333333333
biosppnw30.txt;93.47103967042945;15;11;8;4;1.808340235;4;0;0;0.00499434602336977;0.375
biosppnw31.txt;81.87761092427685;9;7;16;4;2.544519771;6;0;1;0.005843559562567827;0.1875
biosppnw32.txt;98.51337001565958;6;4;8;4;0.176748404;5;0;0;0.023431594860166285;0.5
biosppnw33.txt;77.99785332550469;40;12;10;4;4.259863914;5;0;2;0.004382152687237433;0.2
biosppnw34.txt;65.96407224515633;5;2;14;5;0.765281354;9;0;0;0.014089729328883947;0.14285714285714285
biosppnw35.txt;82.0721027719364;20;17;14;4;1.321636223;6;0;0;0.006826604251999219;0.2857142857142857
biosppnw36.txt;0.0;56;18;10;1;3.47084374;7;0;3;0.007683679192372406;0.1
biosppnw37.txt;79.88657635766918;1;1;10;5;0.473423883;6;0;0;0.016396103896103898;0.3
biosppnw38.txt;32.09365171052524;98;15;8;3;2.075131851;2;0;7;0.007950819672131147;0.25
biosppnw39.txt;59.948354805595336;16;8;12;4;0.660755781;8;0;1;0.015099294272115545;0.08333333333333333
biosppnw40.txt;93.39861761336536;19;16;10;2;0.355811328;8;0;1;0.026732673267326736;0.2
biosppnw41.txt;83.75076835446491;6;6;11;5;0.101907832;3;0;0;0.04505076142131979;0.36363636363636365
biosppnw42.txt;93.76819145463249;26;12;10;3;1.08973929;9;0;0;0.010606528678817834;0.1
biosppnw43.txt;70.07485763206795;44;12;21;4;1.563478966;5;0;4;0.012966417910447761;0.047619047619047616
