Instance;Quality;Number_Of_Cycles;Max_Number_Of_Cycles;Total_number_of_nd_points;Total_number_of_nd_points_found_by_GM;Time;Nb_of_feasible_points_found;Nb_of_maxTime_reached;Nb_of_maxTrials_reached;Avg_Ratio_Non_Bin_Var;Supported_Sol
biosppnw01.txt;80.95633361159187;0;0;421;6;44.579624698;6;0;1;0.0;0.007125890736342043
biosppnw03.txt;71.82058393273446;0;0;47;4;69.062733904;5;0;5;0.0;0.02127659574468085
biosppnw04.txt;0.0;0;0;26;1;164.746008441;2;3;4;0.0;0.0
biosppnw06.txt;52.56812570459124;0;0;20;3;10.976315057;3;0;6;0.0;0.0
biosppnw07.txt;0.0;0;0;20;1;8.057785037;1;0;7;0.0;0.05
biosppnw08.txt;81.6566445592552;0;0;20;4;0.089787074;6;0;0;0.0;0.2
biosppnw09.txt;88.55667176669981;0;0;22;5;2.366133513;5;0;3;0.0;0.13636363636363635
biosppnw10.txt;99.22427263684244;0;0;13;7;0.161622512;8;0;0;0.0;0.5384615384615384
biosppnw11.txt;98.57367364031275;0;0;28;6;3.842368165;9;0;1;0.0;0.21428571428571427
biosppnw12.txt;84.90284452590654;0;0;43;4;0.122124262;7;0;0;0.0;0.06976744186046512
biosppnw13.txt;23.960700056565692;0;0;125;2;22.822188035;2;0;7;0.0;0.0
biosppnw14.txt;85.71040614564347;0;0;103;5;95.841826916;6;3;0;0.0;0.019417475728155338
biosppnw15.txt;100.0;0;0;2;3;0.128509968;9;0;0;0.0;1.0
biosppnw16.txt;1.1281603950428456;0;0;7;2;42.976414361;4;0;0;0.0;0.2857142857142857
biosppnw17.txt;72.5624727055335;0;0;58;4;128.223951986;5;4;0;0.0;0.0
biosppnw18.txt;0.0;0;0;23;1;28.05207015;2;0;8;0.0;0.0
biosppnw19.txt;82.53911407241664;0;0;20;5;2.860476053;5;0;3;0.0;0.1
biosppnw20.txt;42.549049330661674;0;0;9;2;0.865658415;5;0;4;0.0;0.0
biosppnw21.txt;92.95346244378536;0;0;10;4;0.162869762;9;0;0;0.0;0.2
biosppnw22.txt;65.88137493451526;0;0;19;3;0.950068763;3;0;5;0.0;0.05263157894736842
biosppnw23.txt;91.43357601033692;0;0;6;2;0.823973655;6;0;4;0.0;0.3333333333333333
biosppnw24.txt;76.0878296908396;0;0;21;2;2.171898487;4;0;5;0.0;0.047619047619047616
biosppnw25.txt;80.5783859054003;0;0;17;4;0.974552611;7;0;2;0.0;0.11764705882352941
biosppnw26.txt;72.05505427149983;0;0;19;3;1.081474584;4;0;5;0.0;0.05263157894736842
biosppnw27.txt;94.74130410186496;0;0;12;3;0.570204275;8;0;1;0.0;0.16666666666666666
biosppnw28.txt;75.86771847955004;0;0;6;2;1.718805875;4;0;5;0.0;0.3333333333333333
biosppnw29.txt;16.313962636740097;0;0;12;3;1.048976485;7;0;1;0.0;0.16666666666666666
biosppnw30.txt;81.1506770087114;0;0;8;3;1.900777759;6;0;2;0.0;0.25
biosppnw31.txt;64.08188033251831;0;0;16;4;2.733936861;7;0;2;0.0;0.25
biosppnw32.txt;96.99405934029014;0;0;8;3;0.244009344;6;0;2;0.0;0.375
biosppnw33.txt;73.30580666559057;0;0;10;3;5.083171841;3;0;6;0.0;0.2
biosppnw34.txt;66.288159103723;0;0;14;3;0.942240519;5;0;4;0.0;0.21428571428571427
biosppnw35.txt;81.70551150324322;0;0;14;3;2.063654453;4;0;5;0.0;0.14285714285714285
biosppnw36.txt;87.33863593430785;0;0;10;3;2.931585166;4;0;6;0.0;0.3
biosppnw37.txt;79.48552581566017;0;0;10;3;0.14882728;8;0;0;0.0;0.3
biosppnw38.txt;47.608704288261755;0;0;8;2;2.350944325;3;0;7;0.0;0.125
biosppnw39.txt;68.50226754297726;0;0;12;4;0.788535263;6;0;3;0.0;0.08333333333333333
biosppnw40.txt;74.3731251427393;0;0;10;3;0.461121748;6;0;4;0.0;0.0
biosppnw41.txt;83.74757370599347;0;0;11;3;0.103348445;7;0;1;0.0;0.18181818181818182
biosppnw42.txt;93.58444785952905;0;0;10;2;1.180620634;5;0;4;0.0;0.1
biosppnw43.txt;68.14190475443911;0;0;21;3;1.492370164;4;0;6;0.0;0.09523809523809523
