Instance;Quality;Number_Of_Cycles;Max_Number_Of_Cycles;Total_number_of_nd_points;Total_number_of_nd_points_found_by_GM;Time;Nb_of_feasible_points_found;Nb_of_maxTime_reached;Nb_of_maxTrials_reached;Avg_Ratio_Non_Bin_Var;Supported_Sol
biosppnw01.txt;49.10323419139209;2;2;421;4;516.582790923;2;0;3;0.0013059163059163058;0.007125890736342043
biosppnw03.txt;66.82988364023754;15;8;47;4;463.477766774;7;0;1;0.0008365905506411574;0.02127659574468085
biosppnw04.txt;22.52638003255407;44;18;26;2;706.214213915;4;0;5;0.0002667215350967437;0.0
biosppnw06.txt;93.61639719804053;4;3;20;5;22.992084495;4;0;0;0.0035593609552865527;0.25
biosppnw07.txt;86.65848474813336;29;14;20;6;10.13615487;7;0;0;0.003093580819798917;0.2
biosppnw08.txt;93.75584210455084;0;0;20;5;0.189986208;1;0;0;0.019873271889400922;0.25
biosppnw09.txt;86.99705324348845;25;10;22;5;6.119536673;3;0;2;0.005550184409352956;0.18181818181818182
biosppnw10.txt;95.88608561438338;0;0;13;5;0.35661886;3;0;0;0.007502930832356388;0.38461538461538464
biosppnw11.txt;93.5226024952752;0;0;28;5;7.973924292;4;0;0;0.0017120181405895693;0.17857142857142858
biosppnw12.txt;81.81807836223045;3;2;43;5;0.212446907;5;0;0;0.009384984025559104;0.09302325581395349
biosppnw13.txt;48.024766750880055;82;19;125;4;41.573826871;3;0;4;0.0014405729047628942;0.008
biosppnw14.txt;82.07385451169425;6;4;103;7;950.439815908;9;0;0;0.0002909026083997115;0.009708737864077669
biosppnw15.txt;100.0;2;2;2;3;0.304669016;6;0;0;0.017130620985010704;1.0
biosppnw16.txt;52.749004103080374;0;0;7;3;236.684137507;1;0;0;8.970641333575542e-5;0.42857142857142855
biosppnw17.txt;90.77883878195718;23;15;58;5;1025.144455018;1;2;0;0.00033256422002448803;0.06896551724137931
biosppnw18.txt;98.87763899562982;7;5;23;6;24.317323725;3;0;0;0.004852654085711631;0.2608695652173913
biosppnw19.txt;89.01026220461007;13;11;20;6;6.442994973;4;0;1;0.005094361468102351;0.25
biosppnw20.txt;92.19115686855085;4;2;9;4;1.295240819;4;0;0;0.024655312246553124;0.4444444444444444
biosppnw21.txt;97.11818652908333;0;0;10;7;0.702498909;1;0;0;0.021182360870402463;0.7
biosppnw22.txt;70.97630693259853;14;13;19;3;1.024698767;4;0;1;0.02059773828756058;0.15789473684210525
biosppnw23.txt;91.43357601033692;24;17;6;4;0.695225492;7;0;1;0.014205344585091423;0.3333333333333333
biosppnw24.txt;97.56864634044858;23;12;21;5;2.154900921;3;0;2;0.008459411094843014;0.23809523809523808
biosppnw25.txt;81.64377213352192;32;14;17;4;1.671201711;4;0;1;0.01068200493015612;0.17647058823529413
biosppnw26.txt;32.27806295259185;45;19;19;5;0.820535367;5;0;1;0.016140654272949993;0.15789473684210525
biosppnw27.txt;91.34929402062743;21;20;12;4;1.310445955;3;0;1;0.007872078720787207;0.3333333333333333
biosppnw28.txt;92.40311215502055;5;4;6;3;1.22579158;7;0;0;0.006611570247933884;0.5
biosppnw29.txt;57.9974472585815;2;2;12;4;4.548117769;5;0;0;0.006003937007874016;0.25
biosppnw30.txt;93.4048581554521;10;10;8;3;2.636029517;3;0;1;0.00499434602336977;0.375
biosppnw31.txt;72.35978666734762;6;4;16;6;6.51871355;4;0;1;0.005843559562567827;0.375
biosppnw32.txt;96.99405934029014;6;3;8;3;0.23035323;5;0;0;0.023431594860166285;0.375
biosppnw33.txt;89.0224334915305;28;8;10;4;9.746497673;3;0;3;0.004382152687237433;0.4
biosppnw34.txt;66.41519910937672;13;8;14;6;1.707326184;6;0;1;0.014089729328883947;0.14285714285714285
biosppnw35.txt;92.80612164762472;4;3;14;5;1.893888543;4;0;0;0.006826604251999219;0.35714285714285715
biosppnw36.txt;87.33863593430785;43;15;10;3;4.456389161;7;0;2;0.007683679192372406;0.3
biosppnw37.txt;79.48552581566017;4;4;10;4;1.254722208;5;0;0;0.016396103896103898;0.3
biosppnw38.txt;0.02474856030247034;92;15;8;2;2.871038571;1;0;8;0.007950819672131147;0.125
biosppnw39.txt;86.09759839338867;4;1;12;5;0.695072954;4;0;0;0.015099294272115545;0.4166666666666667
biosppnw40.txt;93.39861761336536;20;7;10;2;0.879072275;8;0;0;0.026732673267326736;0.2
biosppnw41.txt;93.12927726145115;1;1;11;6;0.118395788;2;0;0;0.04505076142131979;0.45454545454545453
biosppnw42.txt;93.77763670123473;32;17;10;4;1.737752513;4;0;2;0.010606528678817834;0.3
biosppnw43.txt;92.46260190499707;7;4;21;5;2.376370913;7;0;1;0.012966417910447761;0.19047619047619047
