Instance;Quality;Number_Of_Cycles;Max_Number_Of_Cycles;Total_number_of_nd_points;Total_number_of_nd_points_found_by_GM;Time;Nb_of_feasible_points_found;Nb_of_maxTime_reached;Nb_of_maxTrials_reached
biosppnw01.txt;77.22153291059927;0;0;421;6;701.064682951;7;0;0
biosppnw03.txt;84.15332913897333;0;0;47;7;449.240131721;9;0;0
biosppnw04.txt;40.53248281412578;0;0;26;3;923.766395526;7;2;0
biosppnw06.txt;77.66034848798414;0;0;20;6;25.842668608;9;0;0
biosppnw07.txt;90.51839584481579;0;0;20;5;8.789889702;8;0;0
biosppnw08.txt;81.76163434147009;0;0;20;4;0.193880277;3;0;0
biosppnw09.txt;84.34408390576075;0;0;22;4;6.887056091;7;0;0
biosppnw10.txt;97.80435610727605;0;0;13;7;0.419710097;5;0;0
biosppnw11.txt;93.38288030063529;0;0;28;4;12.603927616;6;0;0
biosppnw12.txt;73.43577664893087;0;0;43;6;0.303499745;7;0;0
biosppnw13.txt;83.09731252708093;0;0;125;5;41.334228595;8;0;0
biosppnw14.txt;84.69659355842938;0;0;103;8;1147.991753962;8;1;0
biosppnw15.txt;100.0;0;0;2;3;0.394740785;8;0;0
biosppnw16.txt;1.1281603950428456;0;0;7;2;276.905671136;2;0;0
biosppnw17.txt;81.73165989497066;0;0;58;4;2236.773932859;6;2;0
biosppnw18.txt;69.36293225643577;0;0;23;3;30.623936795;7;0;0
biosppnw19.txt;89.01026220461007;0;0;20;6;5.683725555;7;0;0
biosppnw20.txt;76.4856683961162;0;0;9;4;1.405683326;9;0;0
biosppnw21.txt;92.95361577605004;0;0;10;5;0.525360698;7;0;0
biosppnw22.txt;76.9638098205963;0;0;19;4;0.744208318;7;0;0
biosppnw23.txt;91.43357601033692;0;0;6;2;0.488072175;9;0;0
biosppnw24.txt;84.90954175647506;0;0;21;5;2.631659258;8;0;0
biosppnw25.txt;84.10852942353729;0;0;17;4;1.700739222;8;0;0
biosppnw26.txt;66.33523165062215;0;0;19;6;2.651822824;9;0;0
biosppnw27.txt;92.87791900038773;0;0;12;4;0.807471377;6;0;0
biosppnw28.txt;92.3996506281944;0;0;6;2;1.003694527;8;0;0
biosppnw29.txt;76.926099953207;0;0;12;4;3.937419586;7;0;0
biosppnw30.txt;95.92442339709466;0;0;8;3;2.665722496;6;0;0
biosppnw31.txt;81.29450884243661;0;0;16;4;4.541458594;8;0;0
biosppnw32.txt;96.99405934029014;0;0;8;3;0.264529247;6;0;0
biosppnw33.txt;89.82382401302542;0;0;10;6;10.680512592;7;0;0
biosppnw34.txt;87.3117385185293;0;0;14;4;1.225891732;9;0;0
biosppnw35.txt;84.94817741037363;0;0;14;4;2.124679972;7;0;0
biosppnw36.txt;0.0;0;0;10;1;2.351922019;10;0;0
biosppnw37.txt;79.88657635766918;0;0;10;5;0.880646752;6;0;0
biosppnw38.txt;47.61048085490361;0;0;8;4;23.000629545;5;0;4
biosppnw39.txt;61.0932636635715;0;0;12;4;0.714569199;9;0;0
biosppnw40.txt;93.68447979557624;0;0;10;3;0.464378212;10;0;0
biosppnw41.txt;83.75076835446491;0;0;11;5;0.130093763;4;0;0
biosppnw42.txt;94.37600081549124;0;0;10;4;2.278460718;9;0;0
biosppnw43.txt;81.15655056594683;0;0;21;6;6.424605746;9;0;0
